Company,Role,Team,Location,Job_URL
Front,Product Analyst,Data & Analytics,"Paris, France",https://jobs.lever.co/frontapp/e056620a-a955-4904-b440-e31a404b1477?lever-source=frontapp
Front,"Lead Security Engineer, Application Security",Engineering,"San Francisco, CA",https://jobs.lever.co/frontapp/6232be79-6032-4c37-b4c0-19be7a74f79a?lever-source=frontapp
Front,Senior Software Engineer - Search,Engineering,"Paris, France",https://jobs.lever.co/frontapp/3f63add5-19da-4faa-b2bf-0f76bf5aa62f?lever-source=frontapp
Front,Head of Product,Product,"San Francisco, CA",https://jobs.lever.co/frontapp/f01c94aa-b3a9-4d0e-ae06-2ff8c01495eb?lever-source=frontapp
Front,Senior Product Manager - Platforms,Product,"San Francisco, CA",https://jobs.lever.co/frontapp/763d17df-98b0-43e4-a88f-7e78fd05b0b4?lever-source=frontapp
